FNODE_ID,F_CROSS,MAX_ADDR,MIN_ADDR,OBJECTID,PRE_DIR,STREET_NAM,STREET_TYP,TNODE_ID,TRANS_ID,T_CROSS,category,cost,description,program,ward,year
7281,6089 N RIDGE AVE ,6179,0,31852,N,RAVENSWOOD,AVE,6784,101661,1800 W GRANVILLE AVE ,Beautification,8552.44,N RAVENSWOOD AVE & N RIDGE AVE,Viaduct Improvement (2022),40,2022
3421,7199 W BALMORAL AVE ,5496,5401,16071,N,HARLEM,AVE,32198,106035,7200 W HIGGINS AVE ,Security Cameras,24776.0,N HARLEM AVE & W HIGGINS AVE,1 PTZ Camera - NW Harlem and Higgins,41,2022
32198,7200 W HIGGINS AVE ,5525,0,30744,N,HARLEM,AVE,3364,106036,7199 W GREGORY ST ,Security Cameras,24776.0,N HARLEM AVE & W HIGGINS AVE,1 PTZ Camera - NW Harlem and Higgins,41,2022
5534,7001 N HIAWATHA AVE ,7030,7000,55226,N,MOSELLE,AVE,37198,163336,  DEAD END  ,Streets & Transportation,350.0,N MOSELLE AVE & N HIAWATHA AVE,"In-Road ""State Law Stop For Pedestrians"" Sign",41,2022
12577,  DEAD END  ,6965,6948,55241,N,MOSELLE,AVE,5534,146812,7001 N HIAWATHA AVE ,Streets & Transportation,350.0,N MOSELLE AVE & N HIAWATHA AVE,"In-Road ""State Law Stop For Pedestrians"" Sign",41,2022
23407,6926 W IMLAY ST ,6491,6436,40176,N,NEWLAND,AVE,20758,101178,6927 W HAYES AVE ,Streets & Transportation,49690.18,ON N NEWLAND AVE FROM W IMLAY ST (6440 N) TO W HAYES AVE (6500 N),Street Resurfacing (2022),41,2022
4007,8700 W FOSTER AVE ,5243,5200,54101,N,OAKVIEW,AVE,2758,113656,8700 W BERWYN AVE ,Streets & Transportation,40773.65,ON N OAKVIEW AVE FROM W FOSTER AVE (5200 N) TO W BERWYN AVE (5300 N),Street Resurfacing (2022),41,2022
35115,7233 W NORTH SHORE AVE ,6759,6700,23339,N,OCONTO,AVE,15535,101372,7233 W PRATT AVE ,Streets & Transportation,54916.01,ON N OCONTO AVE FROM W PRATT AVE (6800 N) TO W NORTH SHORE AVE (6700 N),Street Resurfacing (2022),41,2022
20057,7400 W BIRCHWOOD AVE ,7559,7500,10305,N,OKETO,AVE,29491,101277,7400 W HOWARD ST ,Streets & Transportation,51866.67,ON N OKETO AVE FROM W HOWARD ST (7600 N) TO W BIRCHWOOD AVE (7500 N),Street Resurfacing (2022),41,2022
29611,7332 W PALATINE AVE ,6353,6300,45355,N,OKETO,AVE,6707,143181,7400 W DEVON AVE ,Streets & Transportation,49947.25,ON N OKETO AVE FROM W PALATINE AVE (6300 N) TO W DEVON AVE (6400 N),Street Resurfacing (2022),41,2022
31400,7500 W BERWYN AVE ,5359,5300,33210,N,OLCOTT,AVE,24228,113538,7499 W BALMORAL AVE ,Streets & Transportation,55781.16,ON N OLCOTT AVE FROM W BERWYN AVE (5300 N) TO W BALMORAL AVE (5400 N),Street Resurfacing (2022),41,2022
12072,7533 W CHASE AVE ,7359,7300,24343,N,OLEANDER,AVE,27612,101288,7533 W JARVIS AVE ,Streets & Transportation,49689.83,ON N OLEANDER AVE FROM W CHASE AVE (7300 N) TO W JARVIS AVE (7400 N),Street Resurfacing (2022),41,2022
5558,6800 N NORTHWEST HWY ,6883,6840,34451,N,OVERHILL,AVE,12608,101426,6900 N OWEN AVE ,Streets & Transportation,23634.63,ON N OVERHILL AVE FROM N NORTHWEST HWY (6840 N) TO N OWEN AVE (6900 N),Street Resurfacing (2022),41,2022
29961,6675 N NORTHWEST HWY ,6743,6700,14673,N,OXFORD,AVE,941,101452,6767 N ONARGA AVE ,Streets & Transportation,33480.12,ON N OXFORD AVE FROM N ONARGA AVE (6770 N) TO N NORTHWEST HWY (6680 N),Street Resurfacing (2022),41,2022
941,6767 N ONARGA AVE ,6793,6750,36352,N,OXFORD,AVE,22444,101404,7441 W PRATT AVE ,Streets & Transportation,33480.12,ON N OXFORD AVE FROM N ONARGA AVE (6770 N) TO N NORTHWEST HWY (6680 N),Street Resurfacing (2022),41,2022
941,6767 N ONARGA AVE ,6793,6750,36352,N,OXFORD,AVE,22444,101404,7441 W PRATT AVE ,Streets & Transportation,30125.4,ON N OXFORD AVE FROM W PRATT AVE (6800 N) TO N ONARGA AVE (6770 N),Street Resurfacing (2022),41,2022
7278,7769 W TALCOTT AVE ,6199,6194,3191,N,OZANAM,AVE,7267,113400,7799 W MYRTLE AVE ,Streets & Transportation,43503.52,ON N OZANAM AVE FROM 6223 N TO W TALCOTT AVE (6194 N),Street Resurfacing (2022),41,2022
7325,6179 N   ,6195,6178,42252,N,OZANAM,AVE,7288,113401,7761 W TALCOTT AVE ,Streets & Transportation,43503.52,ON N OZANAM AVE FROM 6223 N TO W TALCOTT AVE (6194 N),Street Resurfacing (2022),41,2022
24964,8643 W FOSTER AVE ,5243,5200,37983,N,POTAWATOMIE,AVE,28670,113655,8629 W BERWYN AVE ,Streets & Transportation,40741.86,ON N POTAWATOMIE AVE FROM W FOSTER AVE (5200 N) TO W BERWYN AVE (5300 N),Street Resurfacing (2022),41,2022
6749,6333 N OVERHILL AVE ,7765,7700,39277,W,HORTENSE,AVE,20789,113423,6333 N CANFIELD AVE ,Streets & Transportation,66955.08,ON W HORTENSE AVE FROM N OVERHILL AVE (7700 W) TO N CANFIELD AVE (7900 W),Street Resurfacing (2022),41,2022
16203,6451 N AVONDALE AVE ,7441,7400,4604,W,ISHAM,AVE,14810,101461,6433 N OLCOTT AVE ,Streets & Transportation,35473.71,ON W ISHAM AVE FROM N OLCOTT AVE (7500 W) TO N AVONDALE AVE (7400 W),Street Resurfacing (2022),41,2022
7261,6200 N OVERHILL AVE ,7747,7700,9672,W,MYRTLE,AVE,7267,113419,6201 N OZANAM AVE ,Streets & Transportation,38647.99,ON W MYRTLE AVE FROM N OVERHILL AVE (7700 W) TO N OZANAM AVE (7800 W),Street Resurfacing (2022),41,2022
36332,6300 N OVERHILL AVE ,7769,7700,29424,W,PALATINE,AVE,22478,113422,6300 N CANFIELD AVE ,Streets & Transportation,61121.29,ON W PALATINE AVE FROM N CANFIELD AVE (7900 W) TO N OVERHILL AVE (7700 W),Street Resurfacing (2022),41,2022
1554,6300 N OLCOTT AVE ,7577,7500,33781,W,PALATINE,AVE,6772,113363,6306 N ORIOLE AVE ,Streets & Transportation,65954.63,ON W PALATINE AVE FROM N OLCOTT AVE (7500 W) TO N ORIOLE AVE (7600 W),Street Resurfacing (2022),41,2022
13777,5900 N OCONTO AVE ,7285,7238,46642,W,THORNDALE,AVE,6403,113434,5929 N ODELL AVE ,Streets & Transportation,32546.32,ON W THORNDALE AVE FROM N OCONTO AVE (7240 W) TO N ODELL AVE (7300 W),Street Resurfacing (2022),41,2022
9237,7100 W BALMORAL AVE ,5446,5400,48877,N,MONT CLARE,AVE,34145,106082,7100 W HIGGINS AVE ,Streets & Transportation,2350.0,ON N MONT CLARE AVE FROM W BALMORAL AVE (5400 N) TO W HIGGINS AVE (5452 N),Street Speed Hump (2022),41,2022
11412,6733 W STRONG ST ,4959,4900,48716,N,OAK PARK,AVE,15046,106481,6733 W ARGYLE ST ,Streets & Transportation,2350.0,ON N OAK PARK AVE FROM 4814 N TO W STRONG ST (4899 N),Street Speed Hump (2022),41,2022
31020,  DEAD END  ,4861,4814,52251,N,OAK PARK,AVE,11412,146962,6733 W STRONG ST ,Streets & Transportation,2350.0,ON N OAK PARK AVE FROM 4814 N TO W STRONG ST (4899 N),Street Speed Hump (2022),41,2022
31400,7500 W BERWYN AVE ,5359,5300,33210,N,OLCOTT,AVE,24228,113538,7499 W BALMORAL AVE ,Streets & Transportation,0.0,ON N OLCOTT AVE FROM W BERWYN AVE (5300 N) TO W BALMORAL AVE (5400 N),Street Speed Hump Replacement (2022),41,2022
6749,6333 N OVERHILL AVE ,7765,7700,39277,W,HORTENSE,AVE,20789,113423,6333 N CANFIELD AVE ,Streets & Transportation,0.0,ON W HORTENSE AVE FROM N OVERHILL AVE (7700 W) TO N CANFIELD AVE (7900 W),Street Speed Hump Replacement (2022),41,2022
16892,499 W ONTARIO ST ,647,632,53575,N,KINGSBURY,ST,16866,117190,651 N   ,Security Cameras,38381.0,N KINGSBURY ST & W ONTARIO ST,1 LPR/No Camera - NE Ontario and Kingsbury,42,2022
16702,609 N   ,630,610,54852,N,KINGSBURY,ST,16892,119835,499 W ONTARIO ST ,Security Cameras,38381.0,N KINGSBURY ST & W ONTARIO ST,1 LPR/No Camera - NE Ontario and Kingsbury,42,2022
31825,46 W HUBBARD ST ,451,430,53595,N,DEARBORN,ST,24338,116677,46 W ILLINOIS ST ,Security Cameras,24776.0,N DEARBORN ST & W HUBBARD ST,1 PTZ Camera Hubbard and Dearborn,42,2022
25126,46 W KINZIE ST ,421,400,54701,N,DEARBORN,ST,31825,116684,46 W HUBBARD ST ,Security Cameras,24776.0,N DEARBORN ST & W HUBBARD ST,1 PTZ Camera Hubbard and Dearborn,42,2022
11245,399 N   ,421,400,39485,N,WABASH,AVE,28789,117301,38 E HUBBARD ST ,Security Cameras,24776.0,N WABASH AVE & E HUBBARD ST,1 PTZ Camera Hubbard and Dearborn,42,2022
28789,38 E HUBBARD ST ,451,430,42417,N,WABASH,AVE,9719,117278,501 N   ,Security Cameras,24776.0,N WABASH AVE & E HUBBARD ST,1 PTZ Camera Hubbard and Dearborn,42,2022
24311,441 W HURON ST ,721,700,53719,N,HUDSON,AVE,18877,117154,441 W SUPERIOR ST ,Security Cameras,24776.0,N HUDSON AVE & W SUPERIOR ST,1 PTZ Camera - Hudson and Superior,42,2022
18877,441 W SUPERIOR ST ,755,730,54465,N,HUDSON,AVE,11843,117155,441 W CHICAGO AVE ,Security Cameras,24776.0,N HUDSON AVE & W SUPERIOR ST,1 PTZ Camera - Hudson and Superior,42,2022
20296,2 S WELLS ST ,249,200,24985,W,MADISON,ST,20297,118807,2 N FRANKLIN ST ,Security Cameras,24776.0,W MADISON ST & S WELLS ST,1 PTZ Camera - Madison and Wells,42,2022
15717,2 N LA SALLE ST ,199,150,47913,W,MADISON,ST,20296,118803,2 S WELLS ST ,Security Cameras,24776.0,W MADISON ST & S WELLS ST,1 PTZ Camera - Madison and Wells,42,2022
33868,137 E HURON ST ,721,700,20352,N,MICHIGAN,AVE,16913,117253,137 E SUPERIOR ST ,Security Cameras,24776.0,N MICHIGAN AVE & E SUPERIOR ST,1 PTZ Camera - NE Superior and Michigan,42,2022
16913,137 E SUPERIOR ST ,739,730,46485,N,MICHIGAN,AVE,36484,119164,121 E EVANS CT ,Security Cameras,24776.0,N MICHIGAN AVE & E SUPERIOR ST,1 PTZ Camera - NE Superior and Michigan,42,2022
18573,51 E LAKE ST ,219,200,18176,N,WABASH,AVE,4126,150233,46 E HADDOCK PL ,Security Cameras,24776.0,N WABASH AVE & E LAKE ST,1 PTZ Camera - NE Wabash and Lake,42,2022
15136,46 E BENTON PL ,199,170,45542,N,WABASH,AVE,18573,118831,51 E LAKE ST ,Security Cameras,24776.0,N WABASH AVE & E LAKE ST,1 PTZ Camera - NE Wabash and Lake,42,2022
24344,100 E NORTH WATER ST ,421,408,28960,N,RUSH,ST,17507,117245,100 E HUBBARD ST ,Security Cameras,24776.0,N RUSH ST & E HUBBARD ST,1 PTZ Camera - NW Hubbard and Rush,42,2022
17507,100 E HUBBARD ST ,451,430,55216,N,RUSH,ST,17496,117228,100 E ILLINOIS ST ,Security Cameras,24776.0,N RUSH ST & E HUBBARD ST,1 PTZ Camera - NW Hubbard and Rush,42,2022
18903,631 N CLARK ST ,131,100,54930,W,ONTARIO,ST,3659,116602,631 N LA SALLE DR ,Security Cameras,24776.0,W ONTARIO ST & N CLARK ST,1 - PTZ Camera - Ontario and Clark,42,2022
16877,631 N DEARBORN ST ,76,45,54324,W,ONTARIO,ST,18903,116592,631 N CLARK ST ,Security Cameras,24776.0,W ONTARIO ST & N CLARK ST,1 - PTZ Camera - Ontario and Clark,42,2022
18571,0       ,225,176,33129,N,HARBOR,DR,16768,147400,400 E WATERSIDE DR ,Security Cameras,24776.0,N HARBOR DR & E WATERSIDE DR,1 PTZ Camera SE Harbor and Waterside,42,2022
32438,151 W COUCH PL ,189,170,14894,N,LA SALLE,ST,32432,150262,151 W LAKE ST ,Security Cameras,49552.0,N LA SALLE ST & W LAKE ST,1 PTZ Camera - SE Lake and LaSalle,42,2022
32432,151 W LAKE ST ,219,200,27234,N,LA SALLE,ST,27352,118844,151 W HADDOCK PL ,Security Cameras,49552.0,N LA SALLE ST & W LAKE ST,1 PTZ Camera - SE Lake and LaSalle,42,2022
9685,100 E GRAND AVE ,549,528,37734,N,RUSH,ST,9639,117222,100 E OHIO ST ,Security Cameras,24776.0,N RUSH ST & E OHIO ST,1 PTZ Camera - SE Rush and Ohio,42,2022
9639,100 E OHIO ST ,621,600,46309,N,RUSH,ST,31169,117219,100 E ONTARIO ST ,Security Cameras,24776.0,N RUSH ST & E OHIO ST,1 PTZ Camera - SE Rush and Ohio,42,2022
16816,700 N KINGSBURY ST ,527,500,53604,W,HURON,ST,18886,153209,529 W   ,Security Cameras,24776.0,W HURON ST & N KINGSBURY ST,1- PTZ Camera - SW Huron and Kingsbury,42,2022
24311,700 N HUDSON AVE ,473,440,54753,W,HURON,ST,16816,117146,700 N KINGSBURY ST ,Security Cameras,24776.0,W HURON ST & N KINGSBURY ST,1- PTZ Camera - SW Huron and Kingsbury,42,2022
21853,350 E RIVER DR ,423,406,1392,N,NEW,ST,31888,149839,351 E NORTH WATER ST ,Streets & Transportation,18112.5,ON N NEW ST FROM E NORTH WATER ST (430 N) TO E RIVER DR (410 N),ADA - Street Resurfacing (2022),42,2022
17571,300 E BENTON PL ,215,172,30062,N,PARK,DR,18537,162263,300 E SOUTH WATER ST ,Streets & Transportation,10867.5,ON N PARK DR FROM E SOUTH WATER ST (220 N) TO E BENTON PL (170 N),ADA - Street Resurfacing (2022),42,2022
37117,299 E SOUTH WATER LOWER ST ,339,300,54229,N,COLUMBUS LOWER,DR,31801,149893,301 E WACKER LOWER DR ,Streets & Transportation,37933.16,N COLUMBUS LOWER DR & E SOUTH WATER LOWER ST,Bollard (2022),42,2022
20372,42 W JACKSON BLVD ,351,300,31915,S,DEARBORN,ST,20996,118921,44 W VAN BUREN ST ,Streets & Transportation,660.0,S DEARBORN ST & W JACKSON BLVD,Miscellaneous CDOT Projects (2022),42,2022
26227,42 W ADAMS ST ,251,200,35649,S,DEARBORN,ST,20372,118909,42 W JACKSON BLVD ,Streets & Transportation,660.0,S DEARBORN ST & W JACKSON BLVD,Miscellaneous CDOT Projects (2022),42,2022
31782,400 E NORTH WATER ST ,480,432,5784,N,MCCLURG,CT,33556,144116,400 E ILLINOIS ST ,Streets & Transportation,16598.95,N MCCLURG CT & E NORTH WATER ST,Street Bump Outs (2022),42,2022
25127,400 E RIVER DR ,417,400,23030,N,MCCLURG,CT,31782,149838,400 E NORTH WATER ST ,Streets & Transportation,16598.95,N MCCLURG CT & E NORTH WATER ST,Street Bump Outs (2022),42,2022
3696,200 W KINZIE ST ,421,400,53506,N,WELLS,ST,9747,116685,200 W HUBBARD ST ,Lighting,100000.0,ON N WELLS ST FROM W HUBBARD ST (430 N) TO W KINZIE ST (399 N),Street Light Arterial (2022),42,2022
17571,173 N PARK DR ,399,330,3531,E,BENTON,PL,15126,162261,215 N FIELD BLVD ,Streets & Transportation,25581.44,ON E BENTON PL FROM N PARK DR (300 E) TO N FIELD BLVD (400 E),Street Resurfacing (2022),42,2022
31888,433 N NEW ST ,367,350,32633,E,NORTH WATER,ST,31782,117283,433 N MCCLURG CT ,Streets & Transportation,17938.37,ON E NORTH WATER ST FROM N NEW ST (350 E) TO N MCCLURG CT (400 E),Street Resurfacing (2022),42,2022
31782,400 E NORTH WATER ST ,480,432,5784,N,MCCLURG,CT,33556,144116,400 E ILLINOIS ST ,Streets & Transportation,61117.21,ON N MCCLURG CT FROM E NORTH WATER ST (430 N) TO E ILLINOIS ST (500 N),Street Resurfacing (2022),42,2022
21853,350 E RIVER DR ,423,406,1392,N,NEW,ST,31888,149839,351 E NORTH WATER ST ,Streets & Transportation,18500.68,ON N NEW ST FROM E NORTH WATER ST (430 N) TO E RIVER DR (410 N),Street Resurfacing (2022),42,2022
17571,300 E BENTON PL ,215,172,30062,N,PARK,DR,18537,162263,300 E SOUTH WATER ST ,Streets & Transportation,29878.76,ON N PARK DR FROM E SOUTH WATER ST (220 N) TO E BENTON PL (170 N),Street Resurfacing (2022),42,2022
32389,100 E CHICAGO AVE ,823,800,49995,N,RUSH,ST,34198,118009,100 E PEARSON ST ,Streets & Transportation,23117.88,ON N RUSH ST FROM E CHICAGO AVE (800 N) TO E PEARSON ST (830 N),Street Resurfacing (2022),42,2022
28806,149 W   ,153,150,54768,W,CARROLL,AVE,17409,162429,341 N LA SALLE DR ,Streets & Transportation,127695.68,W CARROLL AVE & N LA SALLE DR,Street Resurfacing (2022),42,2022
17409,341 N LA SALLE DR ,161,154,54912,W,CARROLL,AVE,25137,162430,163 W   ,Streets & Transportation,127695.68,W CARROLL AVE & N LA SALLE DR,Street Resurfacing (2022),42,2022
31782,400 E NORTH WATER ST ,480,432,5784,N,MCCLURG,CT,33556,144116,400 E ILLINOIS ST ,Streets & Transportation,2350.0,ON N MCCLURG CT FROM E NORTH WATER ST (430 N) TO E ILLINOIS ST (500 N),Street Speed Hump (2022),42,2022
17571,173 N PARK DR ,399,330,3531,E,BENTON,PL,15126,162261,215 N FIELD BLVD ,Streets & Transportation,0.0,ON E BENTON PL FROM N PARK DR (300 E) TO N FIELD BLVD (400 E),Street Speed Hump Replacement (2022),42,2022
17571,300 E BENTON PL ,215,172,30062,N,PARK,DR,18537,162263,300 E SOUTH WATER ST ,Streets & Transportation,0.0,ON N PARK DR FROM E SOUTH WATER ST (220 N) TO E BENTON PL (170 N),Street Speed Hump Replacement (2022),42,2022
25125,400 N STATE ST ,30,1,16681,E,KINZIE,ST,35737,150247,400 N WABASH LOWER AVE ,Beautification,100000.0,E KINZIE ST & N WABASH LOWER AVE,Viaduct Improvement (2022),42,2022
22513,548 W WISCONSIN ST ,1959,1900,21104,N,MOHAWK,ST,2405,103736,533 W ARMITAGE AVE ,Streets & Transportation,24048.41,1947 N MOHAWK ST; N MOHAWK ST & W ARMITAGE AVE&W WISCONSIN ST & N CLEVELAND,Alley Resurfacing (2022),43,2022
28104,1000 W WRIGHTWOOD AVE ,2662,2601,3124,N,SHEFFIELD,AVE,6849,103593,999 W SCHUBERT AVE ,Streets & Transportation,35954.44,2615 N SHEFFIELD AVE; N SHEFFIELD AVE & W SCHUBERT AVE&W WRIGHTWOOD AVE & N,Alley Resurfacing (2022),43,2022
30629,1200 W BELDEN AVE ,2331,2300,13254,N,RACINE,AVE,22050,103835,1200 W MEDILL AVE ,Streets & Transportation,50000.0,N RACINE AVE & W BELDEN AVE,Arterial Street Bump Outs (2022),43,2022
30085,1200 W WEBSTER AVE ,2259,2200,21119,N,RACINE,AVE,30629,103802,1200 W BELDEN AVE ,Streets & Transportation,50000.0,N RACINE AVE & W BELDEN AVE,Arterial Street Bump Outs (2022),43,2022
22940,800 W LILL AVE ,2559,2532,26404,N,HALSTED,ST,6916,103616,800 W WRIGHTWOOD AVE ,Streets & Transportation,34185.31,N HALSTED ST & W WRIGHTWOOD AVE,Bus Pad (2022),43,2022
6916,800 W WRIGHTWOOD AVE ,2686,2600,38851,N,HALSTED,ST,29632,103584,799 W SCHUBERT AVE ,Streets & Transportation,34185.31,N HALSTED ST & W WRIGHTWOOD AVE,Bus Pad (2022),43,2022
7022,2800 N BURLING ST ,759,729,40371,W,DIVERSEY,PKWY,35138,103534,2800 N HALSTED ST ,Streets & Transportation,29575.52,W DIVERSEY PKWY & N HALSTED ST,Bus Pad (2022),43,2022
35138,2800 N HALSTED ST ,828,800,54020,W,DIVERSEY,PKWY,29989,103587,2799 N DAYTON ST ,Streets & Transportation,29575.52,W DIVERSEY PKWY & N HALSTED ST,Bus Pad (2022),43,2022
7027,2800 N SHEFFIELD AVE ,1030,1000,2793,W,DIVERSEY,PKWY,15487,103275,2799 N KENMORE AVE ,Streets & Transportation,55623.67,W DIVERSEY PKWY & N SHEFFIELD AVE,Bus Pad (2022),43,2022
7026,2799 N WILTON AVE ,959,930,16168,W,DIVERSEY,PKWY,7027,103306,2800 N SHEFFIELD AVE ,Streets & Transportation,55623.67,W DIVERSEY PKWY & N SHEFFIELD AVE,Bus Pad (2022),43,2022
11355,2199 N HUDSON AVE ,459,428,38667,W,WEBSTER,AVE,2384,103775,2200 N CLEVELAND AVE ,Streets & Transportation,40877.96,W WEBSTER AVE & N CLEVELAND AVE,Curb & Gutter (2022),43,2022
2384,2200 N CLEVELAND AVE ,558,500,41142,W,WEBSTER,AVE,15093,103751,2200 N LINCOLN AVE ,Streets & Transportation,40877.96,W WEBSTER AVE & N CLEVELAND AVE,Curb & Gutter (2022),43,2022
15093,2200 N LINCOLN AVE ,659,601,18712,W,WEBSTER,AVE,11357,103776,2200 N ORCHARD ST ,Streets & Transportation,49217.68,W WEBSTER AVE & N ORCHARD ST,Curb & Gutter (2022),43,2022
11357,2200 N ORCHARD ST ,729,700,23190,W,WEBSTER,AVE,16539,103777,2200 N BURLING ST ,Streets & Transportation,49217.68,W WEBSTER AVE & N ORCHARD ST,Curb & Gutter (2022),43,2022
24180,2400 N SEMINARY AVE ,1130,1100,7735,W,FULLERTON,AVE,31635,103601,2399 N CLIFTON AVE ,Streets & Transportation,350.0,1100 W FULLERTON AVE; W FULLERTON AVE & N SEMINARY AVE,"In-Road ""State Law Stop For Pedestrians"" Sign",43,2022
2005,2399 N KENMORE AVE ,1059,1030,23076,W,FULLERTON,AVE,24180,103603,2400 N SEMINARY AVE ,Streets & Transportation,350.0,1100 W FULLERTON AVE; W FULLERTON AVE & N SEMINARY AVE,"In-Road ""State Law Stop For Pedestrians"" Sign",43,2022
21464,500 W ARLINGTON PL ,2470,2456,2384,N,CLARK,ST,7397,103514,499 W ROSLYN PL ,Streets & Transportation,350.0,2444 N CLARK ST; N CLARK ST & W ARLINGTON PL,"In-Road ""State Law Stop For Pedestrians"" Sign",43,2022
30329,432 W FULLERTON PKWY ,2444,2400,15254,N,CLARK,ST,8540,103516,499 W ARLINGTON PL ,Streets & Transportation,350.0,2444 N CLARK ST; N CLARK ST & W ARLINGTON PL,"In-Road ""State Law Stop For Pedestrians"" Sign",43,2022
8540,499 W ARLINGTON PL ,2455,2445,46134,N,CLARK,ST,21464,103515,500 W ARLINGTON PL ,Streets & Transportation,350.0,2444 N CLARK ST; N CLARK ST & W ARLINGTON PL,"In-Road ""State Law Stop For Pedestrians"" Sign",43,2022
7379,499 W ST JAMES PL ,2525,2500,1980,N,CLARK,ST,8651,103551,500 W DEMING PL ,Streets & Transportation,350.0,N CLARK ST & W DEMING PL; 2530 N CLARK ST,"In-Road ""State Law Stop For Pedestrians"" Sign",43,2022
8651,500 W DEMING PL ,2532,2526,28683,N,CLARK,ST,16070,104838,499 W DEMING PL ,Streets & Transportation,350.0,N CLARK ST & W DEMING PL; 2530 N CLARK ST,"In-Road ""State Law Stop For Pedestrians"" Sign",43,2022
16070,499 W DEMING PL ,2574,2534,47955,N,CLARK,ST,23541,150842,600 W WRIGHTWOOD AVE ,Streets & Transportation,350.0,N CLARK ST & W DEMING PL; 2530 N CLARK ST,"In-Road ""State Law Stop For Pedestrians"" Sign",43,2022
7057,600 W SCHUBERT AVE ,2754,2719,30610,N,CLARK,ST,7018,103260,636 W DIVERSEY PKWY ,Streets & Transportation,700.0,N CLARK ST & W SCHUBERT AVE; 2717 N CLARK ST,"In-Road ""State Law Stop For Pedestrians"" Sign",43,2022
8629,599 W DRUMMOND PL ,2717,2700,49287,N,CLARK,ST,7057,103542,600 W SCHUBERT AVE ,Streets & Transportation,700.0,N CLARK ST & W SCHUBERT AVE; 2717 N CLARK ST,"In-Road ""State Law Stop For Pedestrians"" Sign",43,2022
11108,1837 N KENMORE AVE ,1953,1900,35171,N,CLYBOURN,AVE,10666,104136,1955 N   ,Streets & Transportation,600.0,N CLYBOURN AVE & N KENMORE AVE,"In-Road ""State Law Stop For Pedestrians"" Sign",43,2022
26191,1100 W WISCONSIN ST ,1894,1869,47296,N,CLYBOURN,AVE,11108,104634,1837 N KENMORE AVE ,Streets & Transportation,600.0,N CLYBOURN AVE & N KENMORE AVE,"In-Road ""State Law Stop For Pedestrians"" Sign",43,2022
7437,1000 W MONTANA ST ,2459,2434,6299,N,SHEFFIELD,AVE,28122,103562,1000 W ALTGELD ST ,Streets & Transportation,350.0,N SHEFFIELD AVE & W MONTANA ST,"In-Road ""State Law Stop For Pedestrians"" Sign",43,2022
7352,1000 W FULLERTON AVE ,2429,2400,12881,N,SHEFFIELD,AVE,7437,103557,1000 W MONTANA ST ,Streets & Transportation,350.0,N SHEFFIELD AVE & W MONTANA ST,"In-Road ""State Law Stop For Pedestrians"" Sign",43,2022
24145,933 W SCHUBERT AVE ,2759,2700,19157,N,WILTON,AVE,7026,103310,933 W DIVERSEY PKWY ,Streets & Transportation,350.0,N WILTON AVE & W DIVERSEY PKWY,"In-Road ""State Law Stop For Pedestrians"" Sign",43,2022
21444,2799 N HAMPDEN CT ,533,528,6111,W,DIVERSEY,PKWY,7017,104650,2800 N CAMBRIDGE AVE ,Streets & Transportation,350.0,W DIVERSEY PKWY & N HAMPDEN CT,"In-Road ""State Law Stop For Pedestrians"" Sign",43,2022
7015,2799 N PINE GROVE AVE ,527,500,14751,W,DIVERSEY,PKWY,21444,103226,2799 N HAMPDEN CT ,Streets & Transportation,350.0,W DIVERSEY PKWY & N HAMPDEN CT,"In-Road ""State Law Stop For Pedestrians"" Sign",43,2022
13425,1600 N LARRABEE ST ,621,600,40448,W,NORTH,AVE,17164,104083,1600 N VINE ST ,Streets & Transportation,14414.36,ON W NORTH AVE FROM N LARRABEE ST (600 W) TO N VINE ST (620 W),Miscellaneous CDOT Projects (2022),43,2022
13415,1599 N STATE PKWY ,30,1,49355,W,NORTH,BLVD,15617,116240,1599 N DEARBORN PKWY ,Streets & Transportation,24415.01,ON W NORTH BLVD FROM N STATE PKWY (1 E) TO N DEARBORN PKWY (35 W),Sidewalk (2022),43,2022
13580,1747 N NORTH PARK AVE ,313,300,40358,W,WILLOW,ST,26140,104021,1799 N ORLEANS ST ,Streets & Transportation,11766.84,W WILLOW ST & N NORTH PARK AVE,Street Bump Outs (2022),43,2022
17120,1748 N CRILLY CT ,245,213,49031,W,WILLOW,ST,13580,104026,1747 N NORTH PARK AVE ,Streets & Transportation,11766.84,W WILLOW ST & N NORTH PARK AVE,Street Bump Outs (2022),43,2022
7400,2500 N LINCOLN AVE ,959,900,20796,W,ALTGELD,ST,28122,103609,2500 N SHEFFIELD AVE ,Lighting,500.0,W ALTGELD ST & N SHEFFIELD AVE,Street Light Upgrade (2022),43,2022
28122,2500 N SHEFFIELD AVE ,1059,1000,28132,W,ALTGELD,ST,30307,103564,2500 N SEMINARY AVE ,Lighting,500.0,W ALTGELD ST & N SHEFFIELD AVE,Street Light Upgrade (2022),43,2022
14124,1335 N ASTOR ST ,54,35,6125,E,BANKS,ST,14123,116866,1331 N RITCHIE CT ,Streets & Transportation,15394.82,ON E BANKS ST FROM N ASTOR ST (40 E) TO N RITCHIE CT (60 E),Street Resurfacing (2022),43,2022
2799,418 W EUGENIE ST ,1737,1700,28642,N,FERN,CT,16264,104078,418 W WILLOW ST ,Streets & Transportation,21211.0,ON N FERN CT FROM W WILLOW ST (1740 N) TO W EUGENIE ST (1700 N),Street Resurfacing (2022),43,2022
