year,ward,cost,category,program,description
2018,36,"$1,400.00",Streets & Transportation,Alley Speed Hump (2018),N LUNA AVE & W WAVELAND AVE&N CENTRAL AVE & W ADDISON ST
2018,36,"$1,400.00",Streets & Transportation,Alley Speed Hump (2018),NRRAGANSETT AVE & W BELDEN AVE&NGLE AVE & W PALMER ST
2018,36,$526.47,Streets & Transportation,Alley Speed Hump,W GRAND AVE & N MCVICKER AVE&W DICKENS AVE & N MEADE AVE
2018,36,"$16,390.01",Streets & Transportation,Curb & Gutter Menu (2018),1922-1934 N LECLAIRE AVE
2018,36,"$12,707.02",Streets & Transportation,Curb & Gutter Menu (2018),2359 N MOODY AVE
2018,36,"$3,167.36",Streets & Transportation,Curb & Gutter Menu (2018),5354 W WAVELAND AVE
2018,36,"$1,925.69",Streets & Transportation,Curb & Gutter Menu (2018),6200 W SCHOOL ST
2018,36,"$7,745.96",Streets & Transportation,Curb & Gutter Menu (2019),2854 N NORMANDY AVE
2018,36,"$6,117.71",Streets & Transportation,Curb & Gutter (2019),ON W BARRY AVE FROM N NEWCASTLE AVE (6830 W) TO N NEW ENGLAND AVE (6900 W)
2018,36,"$13,505.50",Security Cameras,"POD CAMERA - 5021 W. Fullerton (Cost Split in Half $13,505.50 with Ward 31) 5021 W FULLERTON AVE",
2018,36,$600.00,Streets & Transportation,"In-Road ""State Law Stop For Pedestrians"" Signs (2018)",NRRAGANSETT AVE & W BARRY AVE
2018,36,$600.00,Streets & Transportation,"In-Road ""State Law Stop For Pedestrians"" Signs (2018)",NRRAGANSETT AVE & W BARRY AVE
2018,36,"$55,000.00",Schools & Libraries,West Belmont Library - ADA Improvements,3104 NRRAGANSETT AVE
2018,36,"$9,045.00",Streets & Transportation,Pedestrian Countdown Signal (2018),NRRAGANSETT AVE & W GRAND AVE
2018,36,"$9,500.72",Streets & Transportation,Sidewalk Menu (2018),6011 W EDDY ST
2018,36,"$14,451.48",Streets & Transportation,Sidewalk (2018),5524-5528 W HENDERSON ST
2018,36,"$4,551.20",Streets & Transportation,Sidewalk Menu (2018),3710 N LOCKWOOD AVE
2018,36,"$15,712.15",Streets & Transportation,Sidewalk Menu (2018),6935 W GEORGE ST
2018,36,"$2,604.54",Streets & Transportation,Sidewalk Menu (2018),3312 N NORMANDY AVE
2018,36,"$5,550.33",Streets & Transportation,Sidewalk Menu (2017),3100 N NEWCASTLE AVE
2018,36,"$3,358.47",Streets & Transportation,Sidewalk Menu (2018),6602 W MELROSE ST
2018,36,"$4,752.33",Streets & Transportation,Sidewalk Menu (2018),5809 W FULLERTON AVE
2018,36,"$6,422.83",Streets & Transportation,Sidewalk Menu (2019),2135 N KILPATRICK AVE:2136 N KILPATRICK AVE
2018,36,"$17,844.36",Streets & Transportation,Sidewalk Menu (2019),6259 W FULLERTON AVE
2018,36,"$28,311.48",Streets & Transportation,Sidewalk (2019),ON N LECLAIRE AVE FROM W FULLERTON AVE (2400 N) TO W BELDEN AVE (2300 N)
2018,36,"$20,129.85",Streets & Transportation,Sidewalk (2019),ON N LAVERGNE AVE FROM W FULLERTON AVE (2400 N) TO W BELDEN AVE (2300 N)
2018,36,"$20,728.02",Streets & Transportation,Sidewalk (2019),ON W BELDEN AVE FROM N LECLAIRE AVE (5100 W) TO N LAVERGNE AVE (5000 W)
2018,36,"$108,896.09",Streets & Transportation,Street Resurfacing (1-5) (2018),ON N RUTHERFORD AVE FROM W BELMONT AVE (3200 N) TO W ROSCOE ST (3400 N)
2018,36,"$48,988.69",Streets & Transportation,Street Resurfacing (1-5) (2018),ON W ARMITAGE AVE FROM N PARKSIDE AVE (5632 W) TO N MAJOR AVE (5700 W)
2018,36,"$25,785.65",Streets & Transportation,Street Resurfacing (1-5) (2018),ON W GEORGE ST FROM NGLE AVE (6432 W) TO NTCHEZ AVE (6500 W)
2018,36,"$24,474.46",Streets & Transportation,Street Resurfacing (1-5) (2018),ON W PALMER ST FROM N MOBILE AVE (6300 W) TO N MULLIGAN AVE (6330 W)
2018,36,"$47,689.39",Streets & Transportation,Street Resurfacing (2018),ON W CORNELIA AVE FROM N AUSTIN AVE (6000 W) TO N MEADE AVE (6100 W)
2018,36,"$51,839.97",Streets & Transportation,Street Resurfacing (2018),ON N RUTHERFORD AVE FROM W BELMONT AVE (3200 N) TO W BARRY AVE (3100 N)
2018,36,"$41,978.43",Streets & Transportation,Street Resurfacing (2018),ON W WAVELAND AVE FROM N MAJOR AVE (5700 W) TO N CENTRAL AVE (5600 W)
2018,36,"$42,636.17",Streets & Transportation,Street Resurfacing (2018),ON W SCHOOL ST FROM N MOBILE AVE (6300 W) TO N MELVINA AVE (6200 W)
2018,36,"$56,311.04",Streets & Transportation,Street Resurfacing (2018),ON W WAVELAND AVE FROM N LUNA AVE (5530 W) TO N LOTUS AVE (5430 W)
2018,36,"$96,133.99",Streets & Transportation,Street Resurfacing (2018),ON W ROSCOE ST FROM N MENARD AVE (5800 W) TO N AUSTIN AVE (6000 W)
2018,36,"$45,806.73",Streets & Transportation,Street Resurfacing (2018),ON N LOTUS AVE FROM W ADDISON ST (3600 N) TO W WAVELAND AVE (3700 N)
2018,36,"$46,967.43",Streets & Transportation,Street Resurfacing (2018),ON N MOBILE AVE FROM W SCHOOL ST (3300 N) TO W BELMONT AVE (3200 N)
2018,36,"$30,146.48",Streets & Transportation,Street Resurfacing (2018),ON W ROSCOE ST FROM NGLE AVE (6430 W) TO NTCHEZ AVE (6500 W)
2018,36,"$113,866.16",Streets & Transportation,Street Resurfacing (2018),ON N MOBILE AVE FROM W SCHOOL ST (3300 N) TO W ADDISON ST (3600 N)
2018,36,"$23,272.67",Streets & Transportation,Street Resurfacing (2018),ON W WARWICK AVE FROM N AUSTIN AVE (6000 W) TO N MEADE AVE (6100 W)
2018,36,"$26,527.51",Streets & Transportation,Street Resurfacing (2018),ON N MOBILE AVE FROM W FLETCHER ST (3130 N) TO W BELMONT AVE (3200 N)
2018,36,"$22,557.46",Streets & Transportation,Street Resurfacing (2018),ON W CORNELIA AVE FROM N CENTRAL AVE (5600 W) TO N MAJOR AVE (5700 W)
2018,36,"$5,550.00",Streets & Transportation,Street Speed Hump (2018),ON W BARRY AVE FROM NRRAGANSETT AVE (6400 W) TO N MELVINA AVE (6200 W)
2018,36,"$1,850.00",Streets & Transportation,Street Speed Hump Menu (2018),4823 W BELDEN AVE
2018,36,"$3,700.00",Streets & Transportation,Street Speed Hump (2018),ON W WAVELAND AVE FROM N MARMORA AVE (5900 W) TO N AUSTIN AVE (6000 W)
2018,36,"$3,700.00",Streets & Transportation,Street Speed Hump (2018),ON W WAVELAND AVE FROM N CENTRAL AVE (5600 W) TO N MAJOR AVE (5700 W)
2018,36,"$3,700.00",Streets & Transportation,Street Speed Hump (2018),ON N SAYRE AVE FROM W GRAND AVE (2400 N) TO W ALTGELD ST (2500 N)
2018,36,"$1,850.00",Streets & Transportation,Street Speed Hump Menu (2018),6826 W WELLINGTON AVE
2018,36,"$1,850.00",Streets & Transportation,Street Speed Hump Menu (2018),6826 W BARRY AVE
2018,36,"$1,850.00",Streets & Transportation,Street Speed Hump (2018),ON W DICKENS AVE FROM N MENARD AVE (5800 W) TO N MARMORA AVE (5900 W)
2018,36,"$1,850.00",Streets & Transportation,Street Speed Hump (2018),ON W SCHUBERT AVE FROM N NEWLAND AVE (6930 W) TO N SAYRE AVE (7000 W)
2018,36,"$3,700.00",Streets & Transportation,Street Speed Hump Menu (2018),1900 N KENNETH AVE
2018,36,"$3,700.00",Streets & Transportation,Street Speed Hump Menu (2018),5900 W NEWPORT AVE
2018,36,$0.00,Streets & Transportation,Street Speed Hump Replacement (2018),ON N RUTHERFORD AVE FROM W BELMONT AVE (3200 N) TO W BARRY AVE (3100 N)
2018,36,$0.00,Streets & Transportation,Street Speed Hump Replacement (2018),ON W ROSCOE ST FROM N MENARD AVE (5800 W) TO N AUSTIN AVE (6000 W)
2018,36,$0.00,Streets & Transportation,Street Speed Hump Replacement (2018),ON W CORNELIA AVE FROM N AUSTIN AVE (6000 W) TO N MEADE AVE (6100 W)
2018,36,$0.00,Streets & Transportation,Street Speed Hump Replacement (2018),ON N RUTHERFORD AVE FROM W BELMONT AVE (3200 N) TO W ROSCOE ST (3400 N)
2018,36,"$4,788.12",Streets & Transportation,Street Traffic Circle Menu (2018),N RUTHERFORD AVE & W MEDILL AVE
2018,36,"$4,796.92",Streets & Transportation,Street Traffic Circle Menu (2018),W CORNELIA AVE & N MARMORA AVE
2018,36,"$12,663.72",Streets & Transportation,Street Traffic Circle Menu (2018),W NEWPORT AVE & N MENARD AVE
2018,37,"$33,445.39",Streets & Transportation,Alley Resurfacing (1-1) (2018),1500 N LOTUS AVE:N LOTUS AVE & W LE MOYNE ST&N LONG AVE & W NORTH AVE
2018,37,"$43,871.05",Streets & Transportation,Alley Resurfacing (2018),1400 N LOCKWOOD AVE:N LOCKWOOD AVE & W HIRSCH ST&W LE MOYNE ST & N LATROBE AVE
2018,37,"$33,379.79",Streets & Transportation,Alley Resurfacing (2018),300 N LATROBE AVE:N LATROBE AVE & W LAKE ST&N LARAMIE AVE & W FULTON ST
2018,37,"$55,129.45",Streets & Transportation,Alley Resurfacing (2018),4800 W KAMERLING AVE:W KAMERLING AVE & N LAMON AVE&W POTOMAC AVE & N CICERO AVE
2018,37,"$47,513.62",Streets & Transportation,Alley Resurfacing (2018),W SUPERIOR ST & N LAMON AVE&W HURON ST & N LAVERGNE AVE:732 N LAMON AVE
2018,37,"$43,069.16",Streets & Transportation,Alley Resurfacing (2018),1400 N LUNA AVE:N LUNA AVE & W HIRSCH ST&N CENTRAL AVE & W LE MOYNE ST
2018,37,"$59,037.01",Streets & Transportation,Alley Resurfacing Menu (2018),5300 W CHICAGO AVE
2018,37,"$55,611.45",Streets & Transportation,Alley Resurfacing (2018),N LATROBE AVE & W NORTH AVE&N LOCKWOOD AVE & W WABANSIA AVE
2018,37,"$4,005.30",Streets & Transportation,Alley Resurfacing (2018),1400 N LOCKWOOD AVE:N LOCKWOOD AVE & W HIRSCH ST&W LE MOYNE ST & N LATROBE AVE
2018,37,"$13,292.74",Streets & Transportation,Alley Resurfacing (2019),5000 W ERIE ST:W ERIE ST & N LAVERGNE AVE&W HURON ST & N LECLAIRE AVE
2018,37,"$2,100.00",Streets & Transportation,Alley Speed Hump (2018),1615 N LOCKWOOD AVE:N LOCKWOOD AVE & W NORTH AVE&N LATROBE AVE & W WABANSIA AVE
2018,37,$700.00,Streets & Transportation,Alley Speed Hump Menu (2018),4943 W RICE ST
2018,37,$0.00,Streets & Transportation,Alley Speed Hump Replacement (2018),1400 N LOCKWOOD AVE:N LOCKWOOD AVE & W HIRSCH ST&W LE MOYNE ST & N LATROBE AVE
2018,37,$0.00,Streets & Transportation,Alley Speed Hump Replacement (2018),W SUPERIOR ST & N LAVERGNE AVE&W HURON ST & N LAMON AVE:732 N LAMON AVE
2018,37,$0.00,Streets & Transportation,Alley Speed Hump Replacement (2018),1400 N LUNA AVE:N LUNA AVE & W HIRSCH ST&N CENTRAL AVE & W LE MOYNE ST
2018,37,$0.00,Streets & Transportation,Alley Speed Hump Replacement (2018),5300 W CHICAGO AVE
2018,37,$0.00,Streets & Transportation,Alley Speed Hump Replacement (2018),N LATROBE AVE & W NORTH AVE&N LOCKWOOD AVE & W WABANSIA AVE
2018,37,"$240,000.00",Streets & Transportation,Concrete Alley Menu (2018),W HIRSCH ST & N CICERO AVE&W LE MOYNE ST & N LAMON AVE
2018,37,$278.26,Streets & Transportation,Curb & Gutter (2018),1358 N LARAMIE AVE:N LARAMIE AVE & W HIRSCH ST
2018,37,"$4,813.95",Streets & Transportation,Curb & Gutter Menu (2019),1514 N LUNA AVE
2018,37,$600.00,Streets & Transportation,"In-Road ""State Law Stop For Pedestrians"" Signs (2018)",W DIVISION ST & N LAMON AVE
2018,37,"$1,800.00",Streets & Transportation,"In-Road ""State Law Stop For Pedestrians"" Signs (2018)",ON W AUGUSTA BLVD FROM N LARAMIE AVE (5200 W) TO N CENTRAL AVE (5600 W)
2018,37,$660.00,Streets & Transportation,Miscellaneous CDOT Projects (2018),W AUGUSTA BLVD & N LOREL AVE
2018,37,"$1,755.00",Streets & Transportation,Pavement Markings (2018),ON W AUGUSTA BLVD FROM N LARAMIE AVE (5200 W) TO N CENTRAL AVE (5600 W)
2018,37,"$12,111.04",Streets & Transportation,Sidewalk (2018),ON N KEELER AVE FROM W DIVISION ST (1200 N) TO W CRYSTAL ST (1230 N)
2018,37,$804.80,Streets & Transportation,Sidewalk Menu (2018),1058 N KEYSTONE AVE
2018,37,"$3,047.99",Streets & Transportation,Sidewalk Menu (2018),5431-5435 W POTOMAC AVE
2018,37,"$77,491.86",Streets & Transportation,Sidewalk Menu (2018),5100 W HIRSCH ST
2018,37,"$28,589.09",Streets & Transportation,Sidewalk Menu (2018),800 N TRIPP AVE
2018,37,"$9,304.70",Streets & Transportation,Sidewalk Menu (2018),957 N KEELER AVE
2018,37,"$2,548.78",Streets & Transportation,Sidewalk Menu (2018),5117 W POTOMAC AVE
2018,37,"$10,537.36",Streets & Transportation,Sidewalk Menu (2019),5469 W NORTH AVE
2018,37,"$54,361.66",Streets & Transportation,Street Resurfacing (1-5) (2018),ON W POTOMAC AVE FROM N KEELER AVE (4200 W) TO N KILDARE AVE (4300 W)
2018,37,"$90,427.63",Streets & Transportation,Street Resurfacing (1-5) (2018),ON N LAVERGNE AVE FROM W RACE AVE (540 N) TO W SUPERIOR ST (730 N)
2018,37,"$34,305.16",Streets & Transportation,Street Resurfacing (2018),ON N LATROBE AVE FROM W FULTON ST (300 N) TO W LAKE ST (400 N)
2018,37,"$37,097.14",Streets & Transportation,Street Resurfacing (2018),ON W KAMERLING AVE FROM N PINE AVE (5500 W) TO N CENTRAL AVE (5600 W)
2018,37,"$48,163.22",Streets & Transportation,Street Resurfacing (2018),ON N LATROBE AVE FROM W HURON ST (700 N) TO W CHICAGO AVE (800 N)
2018,37,"$47,376.79",Streets & Transportation,Street Resurfacing (2018),ON N LEAMINGTON AVE FROM W THOMAS ST (1100 N) TO W DIVISION ST (1200 N)
2018,37,"$20,173.63",Streets & Transportation,Street Resurfacing (2018),ON W IOWA ST FROM N LARAMIE AVE (5200 W) TO N LOCKWOOD AVE (5300 W)
2018,37,"$26,084.53",Streets & Transportation,Street Resurfacing (2018),ON W THOMAS ST FROM N KARLOV AVE (4100 W) TO N KEDVALE AVE (4140 W)
2018,37,"$52,918.40",Streets & Transportation,Street Resurfacing (2018),ON N SPRINGFIELD AVE FROM W IOWA ST (900 N) TO W AUGUSTA BLVD (1000 N)
2018,37,"$30,176.32",Streets & Transportation,Street Resurfacing (2018),ON N LOCKWOOD AVE FROM 1615 N TO W WABANSIA AVE (1700 N)
2018,37,"$10,071.16",Streets & Transportation,Street Resurfacing (2018),ON N LOCKWOOD AVE FROM W NORTH AVE (1600 N) TO W WABANSIA AVE (1700 N)
2018,37,"$55,255.05",Streets & Transportation,Street Resurfacing (2019),ON W CRYSTAL ST FROM N LONG AVE (5400 W) TO N PINE AVE (5500 W)
2018,37,"$1,850.00",Streets & Transportation,Street Speed Hump (2018),ON W RACE AVE FROM N LOCKWOOD AVE (5300 W) TO N LONG AVE (5400 W)
2018,37,"$1,191.51",Streets & Transportation,Street Speed Hump (2018),ON W ST PAUL AVE FROM N CICERO AVE (4800 W) TO N LAMON AVE (4900 W)
2018,37,"$3,700.00",Streets & Transportation,Street Speed Hump (2018),ON N KOLIN AVE FROM W CHICAGO AVE (800 N) TO W IOWA ST (900 N)
2018,37,"$3,700.00",Streets & Transportation,Street Speed Hump (2018),ON W WALTON ST FROM N LONG AVE (5400 W) TO N PINE AVE (5500 W)
2018,37,"$3,700.00",Streets & Transportation,Street Speed Hump (2018),ON N LOCKWOOD AVE FROM W WABANSIA AVE (1700 N) TO W BLOOMINGDALE AVE (1800 N)
2018,37,"$3,700.00",Streets & Transportation,Street Speed Hump Menu (2018),1000 N KARLOV AVE
2018,37,"$3,700.00",Streets & Transportation,Street Speed Hump Menu (2018),1400 N LOCKWOOD AVE
2018,37,"$1,850.00",Streets & Transportation,Street Speed Hump Menu (2018),1100 N KEDVALE AVE
2018,37,"$4,700.00",Streets & Transportation,Street Speed Hump (2019),ON N LONG AVE FROM W NORTH AVE (1600 N) TO W WABANSIA AVE (1700 N)
2018,37,$0.00,Streets & Transportation,Street Speed Hump Replacement (2019),ON W CRYSTAL ST FROM N LONG AVE (5400 W) TO N PINE AVE (5500 W)
2018,37,$0.00,Streets & Transportation,Street Speed Hump Replacement (2018),ON W KAMERLING AVE FROM N PINE AVE (5500 W) TO N CENTRAL AVE (5600 W)
2018,37,$0.00,Streets & Transportation,Street Speed Hump Replacement (2018),ON N LEAMINGTON AVE FROM W THOMAS ST (1100 N) TO W DIVISION ST (1200 N)
2018,37,$0.00,Streets & Transportation,Street Speed Hump Replacement (2018),ON N SPRINGFIELD AVE FROM W IOWA ST (900 N) TO W AUGUSTA BLVD (1000 N)
2018,38,"$23,465.19",Streets & Transportation,Curb & Gutter (2018),5639 W MONTROSE AVE
2018,38,"$90,605.40",Streets & Transportation,Street Resurfacing Menu (1-5) (2018),ON N NORDICA AVE FROM 3542 N TO W ROSCOE ST (3400 N)
2018,38,"$31,983.28",Streets & Transportation,Street Resurfacing (1-5) (2018),ON W BERTEAU AVE FROM N MEADE AVE (6100 W) TO N MCVICKER AVE (6040 W)
2018,38,"$21,136.90",Streets & Transportation,Street Resurfacing (1-5) (2018),ON W WAVELAND AVE FROM N NEWLAND AVE (6930 W) TO N NEW ENGLAND AVE (6900 W)
2018,38,"$51,805.87",Streets & Transportation,Street Resurfacing (1-5) (2018),ON W BERENICE AVE FROM N LONG AVE (5400 W) TO N LINDER AVE (5500 W)
2018,38,"$51,171.57",Streets & Transportation,Street Resurfacing (1-5) (2018),ON W BYRON ST FROM N LOCKWOOD AVE (5300 W) TO N LONG AVE (5400 W)
2018,38,"$35,109.66",Streets & Transportation,Street Resurfacing (1-5) (2018),ON N PARIS AVE FROM W BELMONT AVE (3200 N) TO W SCHOOL ST (3300 N)
2018,38,"$52,770.94",Streets & Transportation,Street Resurfacing (2018),ON N MCVICKER AVE FROM W IRVING PARK RD (4000 N) TO W BERTEAU AVE (4200 N)
2018,38,"$45,185.26",Streets & Transportation,Street Resurfacing (2018),ON N MANGO AVE FROM W BELLE PLAINE AVE (4100 N) TO W BERTEAU AVE (4200 N)
2018,38,"$45,818.37",Streets & Transportation,Street Resurfacing (2018),ON W BERTEAU AVE FROM N LARAMIE AVE (5200 W) TO N LOCKWOOD AVE (5300 W)
2018,38,"$124,535.44",Streets & Transportation,Street Resurfacing (2018),ON N MELVINA AVE FROM W SUNNYSIDE AVE (4500 N) TO W LELAND AVE (4640 N)
2018,38,"$3,183.18",Streets & Transportation,Street Resurfacing (2018),ON N MOBILE AVE FROM W BERTEAU AVE (4200 N) TO W MONTROSE AVE (4400 N)
2018,38,"$24,081.61",Streets & Transportation,Street Resurfacing Menu (2018),4110-4138 N MOODY AVE
2018,38,"$20,693.33",Streets & Transportation,Street Resurfacing (2018),ON W BELLE PLAINE AVE FROM N MAJOR AVE (5700 W) TO N MANGO AVE (5730 W)
2018,38,"$25,852.00",Streets & Transportation,Street Resurfacing (2018),ON W GRACE ST FROM N ODELL AVE (7330 W) TO N OKETO AVE (7400 W)
2018,38,"$45,783.23",Streets & Transportation,Street Resurfacing (2018),ON W PENSACOLA AVE FROM N CENTRAL AVE (5600 W) TO N MAJOR AVE (5700 W)
2018,38,"$46,365.63",Streets & Transportation,Street Resurfacing (2018),ON W SUNNYSIDE AVE FROM N MERRIMAC AVE (6230 W) TO N MULLIGAN AVE (6330 W)
2018,38,"$23,272.67",Streets & Transportation,Street Resurfacing (2018),ON W WARWICK AVE FROM N AUSTIN AVE (6000 W) TO N MEADE AVE (6100 W)
2018,38,"$20,001.63",Streets & Transportation,Street Resurfacing (2018),ON W WAVELAND AVE FROM N ODELL AVE (7330 W) TO N OKETO AVE (7400 W)
2018,38,"$72,600.49",Streets & Transportation,Street Resurfacing (2018),ON N OCTAVIA AVE FROM W WAVELAND AVE (3700 N) TO W GRACE ST (3800 N)
2018,38,"$58,151.87",Streets & Transportation,Street Resurfacing (2018),ON N NEENAH AVE FROM W CORNELIA AVE (3500 N) TO W ADDISON ST (3600 N)
2018,38,"$63,896.19",Streets & Transportation,Street Resurfacing (2018),ON N ORANGE AVE FROM W BELMONT AVE (3200 N) TO W SCHOOL ST (3300 N)
2018,38,"$42,535.58",Streets & Transportation,Street Resurfacing (2018),ON N OSCEOLA AVE FROM W GRACE ST (3800 N) TO W FOREST PRESERVE AVE (3900 N)
2018,38,"$34,117.63",Streets & Transportation,Street Resurfacing (2018),ON N PACIFIC AVE FROM W ADDISON ST (3599 N) TO W WAVELAND AVE (3700 N)
2018,38,"$36,977.17",Streets & Transportation,Street Resurfacing (2018),ON W ROSCOE ST FROM NTCHEZ AVE (6500 W) TO N NEENAH AVE (6530 W)
2018,38,"$42,730.50",Streets & Transportation,Street Resurfacing (2018),ON N DELPHIA AVE FROM W LAWRENCE AVE (4800 N) TO W LELAND AVE (4700 N)
2018,38,"$23,137.83",Streets & Transportation,Street Resurfacing (2018),ON W EASTWOOD AVE FROM N CENTRAL AVE (5600 W) TO N MAJOR AVE (5700 W)
2018,38,"$11,677.35",Streets & Transportation,Street Resurfacing (2018),ON N OSCEOLA AVE FROM 3934 N TO W IRVING PARK RD (4000 N)
2018,38,"$7,360.24",Streets & Transportation,Street Resurfacing (2019),ON N MONITOR AVE FROM W BELLE PLAINE AVE (4100 N) TO W BERTEAU AVE (4200 N)
2018,38,"$31,066.88",Streets & Transportation,Street Resurfacing (2019),ON N MENARD AVE FROM W MONTROSE AVE (4400 N) TO W SUNNYSIDE AVE (4500 N)
2018,38,"$55,771.76",Streets & Transportation,Street Resurfacing (2019),ON N MEADE AVE FROM W CULLOM AVE (4300 N) TO W BERTEAU AVE (4200 N)
2018,38,"$47,905.34",Streets & Transportation,Street Resurfacing (2019),ON N MANGO AVE FROM W MONTROSE AVE (4400 N) TO W SUNNYSIDE AVE (4500 N)
2018,38,"$3,700.00",Streets & Transportation,Street Speed Hump (2018),ON N PARKSIDE AVE FROM W IRVING PARK RD (4000 N) TO W BELLE PLAINE AVE (4100 N)
2018,38,"$1,850.00",Streets & Transportation,Street Speed Hump (2018),ON W EASTWOOD AVE FROM N CENTRAL AVE (5600 W) TO N MAJOR AVE (5700 W)
2018,38,"$3,700.00",Streets & Transportation,Street Speed Hump (2018),ON N MEADE AVE FROM W CULLOM AVE (4300 N) TO W MONTROSE AVE (4400 N)
2018,38,$0.00,Streets & Transportation,Street Speed Hump Replacement (2018),ON N OCTAVIA AVE FROM W WAVELAND AVE (3700 N) TO W GRACE ST (3800 N)
2018,38,$0.00,Streets & Transportation,Street Speed Hump Replacement (2018),ON W BYRON ST FROM N LOCKWOOD AVE (5300 W) TO N LONG AVE (5400 W)
2018,38,$0.00,Streets & Transportation,Street Speed Hump Replacement (2018),ON N MELVINA AVE FROM W SUNNYSIDE AVE (4500 N) TO W LELAND AVE (4640 N)
2018,39,"$13,048.87",Streets & Transportation,Alley Apron (2018),4815 N KARLOV AVE
2018,39,"$1,400.55",Streets & Transportation,Alley Apron Menu (2019),5800 N KENNETH AVE
2018,39,"$33,714.28",Streets & Transportation,Arterial Street Bump Outs Menu (2018),W GRANVILLE AVE & N PULASKI RD
2018,39,"$24,244.82",Streets & Transportation,Bus Pad (2018),4444 W LAWRENCE AVE
2018,39,"$9,222.85",Streets & Transportation,Sidewalk,ON W WILSON AVE FROM N KASSON AVE (4200 W) TO N KEDVALE AVE (4130 W)
2018,39,"$2,342.90",Streets & Transportation,Curb & Gutter Menu (2018),4927 N KEELER AVE
2018,39,"$3,599.45",Streets & Transportation,Curb & Gutter Menu (2018),6336 N KNOX AVE
2018,39,"$10,000.00","Plants, Gardens, & Sustainability",Tree Planting in Ward,VARIOUS LOCATIONS
